PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI552861	PI552861_PI552861	-169198.084836499	17192	25%	-3.4990234	Chr01	miss50	Durra	169198.084836499
PI552861	PI552861_PI552861	-82968.6988938	6910	10%	-5.1816406	Chr01	miss50	Durra	82968.6988938
PI552861	PI552861_PI552861	-44998.3062941	3427	5%	-5.9814453	Chr01	miss50	Durra	44998.3062941
PI552861	PI552861_PI552861	-9958.4023541	653	1%	-7.209961	Chr01	miss50	Durra	9958.4023541
PI552861	PI552861_PI552861	-88503.3922691	9403	25%	-3.3007812	Chr02	miss50	Durra	88503.3922691
PI552861	PI552861_PI552861	-40041.7515871	3372	10%	-4.9757812	Chr02	miss50	Durra	40041.7515871
PI552861	PI552861_PI552861	-21683.1995805	1646	5%	-5.8046875	Chr02	miss50	Durra	21683.1995805
PI552861	PI552861_PI552861	-5385.0029269	348	1%	-7.1015625	Chr02	miss50	Durra	5385.0029269
PI552861	PI552861_PI552861	-76287.5707729999	8220	25%	-3.1981201	Chr03	miss50	Durra	76287.5707729999
PI552861	PI552861_PI552861	-35320.2214929001	2998	10%	-4.8928223	Chr03	miss50	Durra	35320.2214929001
PI552861	PI552861_PI552861	-19752.5479734	1515	5%	-5.73617855	Chr03	miss50	Durra	19752.5479734
PI552861	PI552861_PI552861	-4660.7739312	301	1%	-7.045371144	Chr03	miss50	Durra	4660.7739312
PI552861	PI552861_PI552861	-192679.8615516	18643	25%	-3.8300781	Chr04	miss50	Durra	192679.8615516
PI552861	PI552861_PI552861	-92573.8667579002	7496	10%	-5.4033203	Chr04	miss50	Durra	92573.8667579002
PI552861	PI552861_PI552861	-50004.730673	3719	5%	-6.12265628	Chr04	miss50	Durra	50004.730673
PI552861	PI552861_PI552861	-11912.8169101	766	1%	-7.2910156	Chr04	miss50	Durra	11912.8169101
PI552861	PI552861_PI552861	-117191.9863283	11563	25%	-3.6359863	Chr05	miss50	Durra	117191.9863283
PI552861	PI552861_PI552861	-55318.2045727999	4487	10%	-5.276367	Chr05	miss50	Durra	55318.2045727999
PI552861	PI552861_PI552861	-29569.0646239	2193	5%	-6.041992	Chr05	miss50	Durra	29569.0646239
PI552861	PI552861_PI552861	-6231.7382682	395	1%	-7.2558594	Chr05	miss50	Durra	6231.7382682
PI552861	PI552861_PI552861	-33151.9574788	3213	25%	-3.9614258	Chr06	miss50	Durra	33151.9574788
PI552861	PI552861_PI552861	-13452.8081273	1066	10%	-5.501953	Chr06	miss50	Durra	13452.8081273
PI552861	PI552861_PI552861	-7128.2983316	518	5%	-6.201172	Chr06	miss50	Durra	7128.2983316
PI552861	PI552861_PI552861	-1892.8735353	121	1%	-7.3916016	Chr06	miss50	Durra	1892.8735353
PI552861	PI552861_PI552861	-37984.3232961	3750	25%	-3.703674325	Chr07	miss50	Durra	37984.3232961
PI552861	PI552861_PI552861	-17269.2108086	1388	10%	-5.3376465	Chr07	miss50	Durra	17269.2108086
PI552861	PI552861_PI552861	-9500.5810469	697	5%	-6.0955322	Chr07	miss50	Durra	9500.5810469
PI552861	PI552861_PI552861	-2527.1127891	159	1%	-7.3183594	Chr07	miss50	Durra	2527.1127891
PI552861	PI552861_PI552861	-118405.4037273	11225	25%	-3.9101562	Chr08	miss50	Durra	118405.4037273
PI552861	PI552861_PI552861	-55185.6973893	4392	10%	-5.44519045	Chr08	miss50	Durra	55185.6973893
PI552861	PI552861_PI552861	-29224.1549128	2134	5%	-6.154297	Chr08	miss50	Durra	29224.1549128
PI552861	PI552861_PI552861	-6117.5161116	383	1%	-7.34375	Chr08	miss50	Durra	6117.5161116
PI552861	PI552861_PI552861	-156287.8788257	15314	25%	-3.75	Chr09	miss50	Durra	156287.8788257
PI552861	PI552861_PI552861	-76777.2954457001	6288	10%	-5.33116459	Chr09	miss50	Durra	76777.2954457001
PI552861	PI552861_PI552861	-41962.8777509	3156	5%	-6.0703125	Chr09	miss50	Durra	41962.8777509
PI552861	PI552861_PI552861	-9575.14258100001	626	1%	-7.2578125	Chr09	miss50	Durra	9575.14258100001
PI552861	PI552861_PI552861	-167014.2580118	16636	25%	-3.803711	Chr10	miss50	Durra	167014.2580118
PI552861	PI552861_PI552861	-79914.5933068001	6660	10%	-5.375	Chr10	miss50	Durra	79914.5933068001
PI552861	PI552861_PI552861	-44000.6537961	3370	5%	-6.1035156	Chr10	miss50	Durra	44000.6537961
PI552861	PI552861_PI552861	-10286.280881	686	1%	-7.2773438	Chr10	miss50	Durra	10286.280881
PI561071	PI561071_PI561071	-168315.5895425	17097	25%	-3.4990234	Chr01	miss50	Kafir	168315.5895425
PI561071	PI561071_PI561071	-83099.9756464998	6907	10%	-5.1816406	Chr01	miss50	Kafir	83099.9756464998
PI561071	PI561071_PI561071	-45592.3648839	3463	5%	-5.9814453	Chr01	miss50	Kafir	45592.3648839
PI561071	PI561071_PI561071	-10145.8535233	664	1%	-7.209961	Chr01	miss50	Kafir	10145.8535233
PI561071	PI561071_PI561071	-80071.6000005	8668	25%	-3.3007812	Chr02	miss50	Kafir	80071.6000005
PI561071	PI561071_PI561071	-36880.5653971	3188	10%	-4.9757812	Chr02	miss50	Kafir	36880.5653971
PI561071	PI561071_PI561071	-19780.7955009	1549	5%	-5.8046875	Chr02	miss50	Kafir	19780.7955009
PI561071	PI561071_PI561071	-4680.0532254	311	1%	-7.1015625	Chr02	miss50	Kafir	4680.0532254
PI561071	PI561071_PI561071	-230843.330515601	24471	25%	-3.1981201	Chr03	miss50	Kafir	230843.330515601
PI561071	PI561071_PI561071	-121021.2036888	10435	10%	-4.8928223	Chr03	miss50	Kafir	121021.2036888
PI561071	PI561071_PI561071	-67796.1355127	5310	5%	-5.73617855	Chr03	miss50	Kafir	67796.1355127
PI561071	PI561071_PI561071	-16170.6192715	1089	1%	-7.045371144	Chr03	miss50	Kafir	16170.6192715
PI561071	PI561071_PI561071	-174843.242784801	17088	25%	-3.8300781	Chr04	miss50	Kafir	174843.242784801
PI561071	PI561071_PI561071	-82710.9061054999	6742	10%	-5.4033203	Chr04	miss50	Kafir	82710.9061054999
PI561071	PI561071_PI561071	-44949.9442806	3378	5%	-6.12265628	Chr04	miss50	Kafir	44949.9442806
PI561071	PI561071_PI561071	-10264.2851554	673	1%	-7.2910156	Chr04	miss50	Kafir	10264.2851554
PI561071	PI561071_PI561071	-125499.2393749	12594	25%	-3.6359863	Chr05	miss50	Kafir	125499.2393749
PI561071	PI561071_PI561071	-59901.5799404	4951	10%	-5.276367	Chr05	miss50	Kafir	59901.5799404
PI561071	PI561071_PI561071	-32081.3781073001	2421	5%	-6.041992	Chr05	miss50	Kafir	32081.3781073001
PI561071	PI561071_PI561071	-6969.12890860001	452	1%	-7.2558594	Chr05	miss50	Kafir	6969.12890860001
PI561071	PI561071_PI561071	-232673.697637199	22244	25%	-3.9614258	Chr06	miss50	Kafir	232673.697637199
PI561071	PI561071_PI561071	-111790.3888038	9048	10%	-5.501953	Chr06	miss50	Kafir	111790.3888038
PI561071	PI561071_PI561071	-61143.2099279	4575	5%	-6.201172	Chr06	miss50	Kafir	61143.2099279
PI561071	PI561071_PI561071	-13411.2236284	868	1%	-7.3916016	Chr06	miss50	Kafir	13411.2236284
PI561071	PI561071_PI561071	-34279.1152383	3483	25%	-3.703674325	Chr07	miss50	Kafir	34279.1152383
PI561071	PI561071_PI561071	-14752.1380159	1215	10%	-5.3376465	Chr07	miss50	Kafir	14752.1380159
PI561071	PI561071_PI561071	-7689.7888243	582	5%	-6.0955322	Chr07	miss50	Kafir	7689.7888243
PI561071	PI561071_PI561071	-1778.4961008	115	1%	-7.3183594	Chr07	miss50	Kafir	1778.4961008
PI561071	PI561071_PI561071	-162237.1997529	15552	25%	-3.9101562	Chr08	miss50	Kafir	162237.1997529
PI561071	PI561071_PI561071	-78857.4562983001	6368	10%	-5.44519045	Chr08	miss50	Kafir	78857.4562983001
PI561071	PI561071_PI561071	-43081.6566098	3195	5%	-6.154297	Chr08	miss50	Kafir	43081.6566098
PI561071	PI561071_PI561071	-10539.2905206	677	1%	-7.34375	Chr08	miss50	Kafir	10539.2905206
PI561071	PI561071_PI561071	-124405.0700215	12220	25%	-3.75	Chr09	miss50	Kafir	124405.0700215
PI561071	PI561071_PI561071	-58790.7204078999	4800	10%	-5.33116459	Chr09	miss50	Kafir	58790.7204078999
PI561071	PI561071_PI561071	-31624.6939566	2359	5%	-6.0703125	Chr09	miss50	Kafir	31624.6939566
PI561071	PI561071_PI561071	-7546.9052636	486	1%	-7.2578125	Chr09	miss50	Kafir	7546.9052636
PI561071	PI561071_PI561071	-164427.509635799	15968	25%	-3.803711	Chr10	miss50	Kafir	164427.509635799
PI561071	PI561071_PI561071	-77441.0706112	6279	10%	-5.375	Chr10	miss50	Kafir	77441.0706112
PI561071	PI561071_PI561071	-40530.5516868	3019	5%	-6.1035156	Chr10	miss50	Kafir	40530.5516868
PI561071	PI561071_PI561071	-8547.1264682	547	1%	-7.2773438	Chr10	miss50	Kafir	8547.1264682
PI561072	PI561072_PI561072	-128845.1236542	13039	25%	-3.4990234	Chr01	miss50	Durra	128845.1236542
PI561072	PI561072_PI561072	-60843.1865591	4999	10%	-5.1816406	Chr01	miss50	Durra	60843.1865591
PI561072	PI561072_PI561072	-32901.4987780999	2473	5%	-5.9814453	Chr01	miss50	Durra	32901.4987780999
PI561072	PI561072_PI561072	-7388.287352	475	1%	-7.209961	Chr01	miss50	Durra	7388.287352
PI561072	PI561072_PI561072	-87727.6292357001	9335	25%	-3.3007812	Chr02	miss50	Durra	87727.6292357001
PI561072	PI561072_PI561072	-39377.5743149	3334	10%	-4.9757812	Chr02	miss50	Durra	39377.5743149
PI561072	PI561072_PI561072	-21186.3482617	1619	5%	-5.8046875	Chr02	miss50	Durra	21186.3482617
PI561072	PI561072_PI561072	-5057.8149396	328	1%	-7.1015625	Chr02	miss50	Durra	5057.8149396
PI561072	PI561072_PI561072	-221211.253682901	23268	25%	-3.1981201	Chr03	miss50	Durra	221211.253682901
PI561072	PI561072_PI561072	-116460.5201992	9954	10%	-4.8928223	Chr03	miss50	Durra	116460.5201992
PI561072	PI561072_PI561072	-65129.4793878	5044	5%	-5.73617855	Chr03	miss50	Durra	65129.4793878
PI561072	PI561072_PI561072	-15460.0455362	1027	1%	-7.045371144	Chr03	miss50	Durra	15460.0455362
PI561072	PI561072_PI561072	-207242.233283701	19849	25%	-3.8300781	Chr04	miss50	Durra	207242.233283701
PI561072	PI561072_PI561072	-97303.5040367	7773	10%	-5.4033203	Chr04	miss50	Durra	97303.5040367
PI561072	PI561072_PI561072	-53041.6615667	3900	5%	-6.12265628	Chr04	miss50	Durra	53041.6615667
PI561072	PI561072_PI561072	-11354.7485425	721	1%	-7.2910156	Chr04	miss50	Durra	11354.7485425
PI561072	PI561072_PI561072	-278229.0296942	27375	25%	-3.6359863	Chr05	miss50	Durra	278229.0296942
PI561072	PI561072_PI561072	-139052.8900427	11365	10%	-5.276367	Chr05	miss50	Durra	139052.8900427
PI561072	PI561072_PI561072	-76464.6384096001	5734	5%	-6.041992	Chr05	miss50	Durra	76464.6384096001
PI561072	PI561072_PI561072	-17347.6489112	1127	1%	-7.2558594	Chr05	miss50	Durra	17347.6489112
PI561072	PI561072_PI561072	-35015.854513	3383	25%	-3.9614258	Chr06	miss50	Durra	35015.854513
PI561072	PI561072_PI561072	-14360.3899132	1137	10%	-5.501953	Chr06	miss50	Durra	14360.3899132
PI561072	PI561072_PI561072	-7835.3527681	571	5%	-6.201172	Chr06	miss50	Durra	7835.3527681
PI561072	PI561072_PI561072	-2034.9912081	127	1%	-7.3916016	Chr06	miss50	Durra	2034.9912081
PI561072	PI561072_PI561072	-36990.3863814001	3673	25%	-3.703674325	Chr07	miss50	Durra	36990.3863814001
PI561072	PI561072_PI561072	-16632.5432039	1341	10%	-5.3376465	Chr07	miss50	Durra	16632.5432039
PI561072	PI561072_PI561072	-8977.4062425	659	5%	-6.0955322	Chr07	miss50	Durra	8977.4062425
PI561072	PI561072_PI561072	-2279.7343719	144	1%	-7.3183594	Chr07	miss50	Durra	2279.7343719
PI561072	PI561072_PI561072	-114041.8641622	10869	25%	-3.9101562	Chr08	miss50	Durra	114041.8641622
PI561072	PI561072_PI561072	-52185.3762286	4166	10%	-5.44519045	Chr08	miss50	Durra	52185.3762286
PI561072	PI561072_PI561072	-27250.1522218	1992	5%	-6.154297	Chr08	miss50	Durra	27250.1522218
PI561072	PI561072_PI561072	-5878.674802	369	1%	-7.34375	Chr08	miss50	Durra	5878.674802
PI561072	PI561072_PI561072	-112876.2633716	11084	25%	-3.75	Chr09	miss50	Durra	112876.2633716
PI561072	PI561072_PI561072	-53065.9948764999	4310	10%	-5.33116459	Chr09	miss50	Durra	53065.9948764999
PI561072	PI561072_PI561072	-28735.8781529	2135	5%	-6.0703125	Chr09	miss50	Durra	28735.8781529
PI561072	PI561072_PI561072	-6876.4365102	441	1%	-7.2578125	Chr09	miss50	Durra	6876.4365102
PI561072	PI561072_PI561072	-164757.4071016	16003	25%	-3.803711	Chr10	miss50	Durra	164757.4071016
PI561072	PI561072_PI561072	-78854.0919455	6411	10%	-5.375	Chr10	miss50	Durra	78854.0919455
PI561072	PI561072_PI561072	-42862.5058713001	3212	5%	-6.1035156	Chr10	miss50	Durra	42862.5058713001
PI561072	PI561072_PI561072	-9639.3940444	628	1%	-7.2773438	Chr10	miss50	Durra	9639.3940444
PI561073	PI561073_PI561073	-143978.2861292	14838	25%	-3.4990234	Chr01	miss50	Durra	143978.2861292
PI561073	PI561073_PI561073	-68982.6844464	5781	10%	-5.1816406	Chr01	miss50	Durra	68982.6844464
PI561073	PI561073_PI561073	-37688.2220532	2888	5%	-5.9814453	Chr01	miss50	Durra	37688.2220532
PI561073	PI561073_PI561073	-8315.7993192	544	1%	-7.209961	Chr01	miss50	Durra	8315.7993192
PI561073	PI561073_PI561073	-88200.3765398001	9539	25%	-3.3007812	Chr02	miss50	Durra	88200.3765398001
PI561073	PI561073_PI561073	-39461.61576	3389	10%	-4.9757812	Chr02	miss50	Durra	39461.61576
PI561073	PI561073_PI561073	-21156.4031896	1641	5%	-5.8046875	Chr02	miss50	Durra	21156.4031896
PI561073	PI561073_PI561073	-4784.6259711	318	1%	-7.1015625	Chr02	miss50	Durra	4784.6259711
PI561073	PI561073_PI561073	-76138.552214	8565	25%	-3.1981201	Chr03	miss50	Durra	76138.552214
PI561073	PI561073_PI561073	-35356.8983823	3150	10%	-4.8928223	Chr03	miss50	Durra	35356.8983823
PI561073	PI561073_PI561073	-20099.6686248	1616	5%	-5.73617855	Chr03	miss50	Durra	20099.6686248
PI561073	PI561073_PI561073	-4953.2236273	330	1%	-7.045371144	Chr03	miss50	Durra	4953.2236273
PI561073	PI561073_PI561073	-184033.444621401	18500	25%	-3.8300781	Chr04	miss50	Durra	184033.444621401
PI561073	PI561073_PI561073	-88922.9281715002	7508	10%	-5.4033203	Chr04	miss50	Durra	88922.9281715002
PI561073	PI561073_PI561073	-47898.0704514	3718	5%	-6.12265628	Chr04	miss50	Durra	47898.0704514
PI561073	PI561073_PI561073	-11199.5732529	763	1%	-7.2910156	Chr04	miss50	Durra	11199.5732529
PI561073	PI561073_PI561073	-272021.080240601	27285	25%	-3.6359863	Chr05	miss50	Durra	272021.080240601
PI561073	PI561073_PI561073	-135261.6662907	11273	10%	-5.276367	Chr05	miss50	Durra	135261.6662907
PI561073	PI561073_PI561073	-74351.5102378001	5682	5%	-6.041992	Chr05	miss50	Durra	74351.5102378001
PI561073	PI561073_PI561073	-16890.8046709	1119	1%	-7.2558594	Chr05	miss50	Durra	16890.8046709
PI561073	PI561073_PI561073	-260006.807218198	25728	25%	-3.9614258	Chr06	miss50	Durra	260006.807218198
PI561073	PI561073_PI561073	-120873.1132008	10096	10%	-5.501953	Chr06	miss50	Durra	120873.1132008
PI561073	PI561073_PI561073	-64308.5667484001	4960	5%	-6.201172	Chr06	miss50	Durra	64308.5667484001
PI561073	PI561073_PI561073	-14324.2678084	962	1%	-7.3916016	Chr06	miss50	Durra	14324.2678084
PI561073	PI561073_PI561073	-175857.335267501	17872	25%	-3.703674325	Chr07	miss50	Durra	175857.335267501
PI561073	PI561073_PI561073	-87758.3729777001	7460	10%	-5.3376465	Chr07	miss50	Durra	87758.3729777001
PI561073	PI561073_PI561073	-48125.5662721	3761	5%	-6.0955322	Chr07	miss50	Durra	48125.5662721
PI561073	PI561073_PI561073	-10898.7333951	741	1%	-7.3183594	Chr07	miss50	Durra	10898.7333951
PI561073	PI561073_PI561073	-117299.4473956	11217	25%	-3.9101562	Chr08	miss50	Durra	117299.4473956
PI561073	PI561073_PI561073	-54365.4686302	4350	10%	-5.44519045	Chr08	miss50	Durra	54365.4686302
PI561073	PI561073_PI561073	-28932.6656551	2124	5%	-6.154297	Chr08	miss50	Durra	28932.6656551
PI561073	PI561073_PI561073	-6083.2133757	383	1%	-7.34375	Chr08	miss50	Durra	6083.2133757
PI561073	PI561073_PI561073	-154311.9679008	15190	25%	-3.75	Chr09	miss50	Durra	154311.9679008
PI561073	PI561073_PI561073	-74896.2818364	6161	10%	-5.33116459	Chr09	miss50	Durra	74896.2818364
PI561073	PI561073_PI561073	-40500.0870969	3058	5%	-6.0703125	Chr09	miss50	Durra	40500.0870969
PI561073	PI561073_PI561073	-9026.00781260001	589	1%	-7.2578125	Chr09	miss50	Durra	9026.00781260001
PI561073	PI561073_PI561073	-165322.0432218	16634	25%	-3.803711	Chr10	miss50	Durra	165322.0432218
PI561073	PI561073_PI561073	-78417.3683808	6611	10%	-5.375	Chr10	miss50	Durra	78417.3683808
PI561073	PI561073_PI561073	-43172.1798549	3358	5%	-6.1035156	Chr10	miss50	Durra	43172.1798549
PI561073	PI561073_PI561073	-10286.7137413	696	1%	-7.2773438	Chr10	miss50	Durra	10286.7137413
PI561472	PI561472_PI561472	-178364.931040701	19337	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	178364.931040701
PI561472	PI561472_PI561472	-87333.290634	7769	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	87333.290634
PI561472	PI561472_PI561472	-47317.2099635001	3868	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	47317.2099635001
PI561472	PI561472_PI561472	-10719.2592777	761	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	10719.2592777
PI561472	PI561472_PI561472	-212783.188357301	24334	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	212783.188357301
PI561472	PI561472_PI561472	-108604.0223673	10158	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	108604.0223673
PI561472	PI561472_PI561472	-59560.6286581001	5052	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	59560.6286581001
PI561472	PI561472_PI561472	-13999.2109299	1013	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	13999.2109299
PI561472	PI561472_PI561472	-79465.1106729002	9439	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	79465.1106729002
PI561472	PI561472_PI561472	-37079.1506856	3535	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	37079.1506856
PI561472	PI561472_PI561472	-20237.5645033	1751	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	20237.5645033
PI561472	PI561472_PI561472	-4485.7707516	332	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4485.7707516
PI561472	PI561472_PI561472	-178342.853701901	18303	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	178342.853701901
PI561472	PI561472_PI561472	-86424.7399285001	7452	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	86424.7399285001
PI561472	PI561472_PI561472	-46647.3778167	3691	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	46647.3778167
PI561472	PI561472_PI561472	-10905.8173909	750	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	10905.8173909
PI561472	PI561472_PI561472	-245976.9656775	26406	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	245976.9656775
PI561472	PI561472_PI561472	-123390.7886893	11051	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	123390.7886893
PI561472	PI561472_PI561472	-67294.9899414001	5538	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	67294.9899414001
PI561472	PI561472_PI561472	-15477.7407132	1114	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	15477.7407132
PI561472	PI561472_PI561472	-249633.689168699	25943	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	249633.689168699
PI561472	PI561472_PI561472	-116316.0279147	10178	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	116316.0279147
PI561472	PI561472_PI561472	-62186.2400925001	5003	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	62186.2400925001
PI561472	PI561472_PI561472	-13695.5211079	969	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	13695.5211079
PI561472	PI561472_PI561472	-51129.5195259001	5451	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	51129.5195259001
PI561472	PI561472_PI561472	-22711.2015388	1986	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	22711.2015388
PI561472	PI561472_PI561472	-12149.7605049	970	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	12149.7605049
PI561472	PI561472_PI561472	-3174.9726601	218	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	3174.9726601
PI561472	PI561472_PI561472	-159382.3666638	16053	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	159382.3666638
PI561472	PI561472_PI561472	-76779.1158329	6518	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	76779.1158329
PI561472	PI561472_PI561472	-41708.5086574999	3267	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	41708.5086574999
PI561472	PI561472_PI561472	-9991.89598780001	686	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	9991.89598780001
PI561472	PI561472_PI561472	-147119.2815983	14827	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	147119.2815983
PI561472	PI561472_PI561472	-71250.3070332	5974	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	71250.3070332
PI561472	PI561472_PI561472	-38213.7622027999	2935	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	38213.7622027999
PI561472	PI561472_PI561472	-8873.5546837	588	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	8873.5546837
PI561472	PI561472_PI561472	-163880.0059495	17102	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	163880.0059495
PI561472	PI561472_PI561472	-78456.6335484	6860	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	78456.6335484
PI561472	PI561472_PI561472	-43504.2213333	3511	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	43504.2213333
PI561472	PI561472_PI561472	-10335.8939196	731	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	10335.8939196
PI562730	PI562730_PI562730	-159095.5367134	16552	25%	-3.4990234	Chr01	miss50	Bicolor	159095.5367134
PI562730	PI562730_PI562730	-76737.3268705002	6536	10%	-5.1816406	Chr01	miss50	Bicolor	76737.3268705002
PI562730	PI562730_PI562730	-41525.9916385	3229	5%	-5.9814453	Chr01	miss50	Bicolor	41525.9916385
PI562730	PI562730_PI562730	-9670.2031185	647	1%	-7.209961	Chr01	miss50	Bicolor	9670.2031185
PI562730	PI562730_PI562730	-70890.5039607001	8017	25%	-3.3007812	Chr02	miss50	Bicolor	70890.5039607001
PI562730	PI562730_PI562730	-29200.5925689	2612	10%	-4.9757812	Chr02	miss50	Bicolor	29200.5925689
PI562730	PI562730_PI562730	-15092.0828908	1217	5%	-5.8046875	Chr02	miss50	Bicolor	15092.0828908
PI562730	PI562730_PI562730	-3284.5490735	225	1%	-7.1015625	Chr02	miss50	Bicolor	3284.5490735
PI562730	PI562730_PI562730	-83816.1624126999	9493	25%	-3.1981201	Chr03	miss50	Bicolor	83816.1624126999
PI562730	PI562730_PI562730	-37501.0477333	3366	10%	-4.8928223	Chr03	miss50	Bicolor	37501.0477333
PI562730	PI562730_PI562730	-19661.4083364	1598	5%	-5.73617855	Chr03	miss50	Bicolor	19661.4083364
PI562730	PI562730_PI562730	-4394.7949237	303	1%	-7.045371144	Chr03	miss50	Bicolor	4394.7949237
PI562730	PI562730_PI562730	-137219.711766	13550	25%	-3.8300781	Chr04	miss50	Bicolor	137219.711766
PI562730	PI562730_PI562730	-64694.9317546001	5348	10%	-5.4033203	Chr04	miss50	Bicolor	64694.9317546001
PI562730	PI562730_PI562730	-34637.7844239	2630	5%	-6.12265628	Chr04	miss50	Bicolor	34637.7844239
PI562730	PI562730_PI562730	-7922.33398150001	516	1%	-7.2910156	Chr04	miss50	Bicolor	7922.33398150001
PI562730	PI562730_PI562730	-68458.9041552999	7128	25%	-3.6359863	Chr05	miss50	Bicolor	68458.9041552999
PI562730	PI562730_PI562730	-30310.302451	2562	10%	-5.276367	Chr05	miss50	Bicolor	30310.302451
PI562730	PI562730_PI562730	-16267.0425284	1258	5%	-6.041992	Chr05	miss50	Bicolor	16267.0425284
PI562730	PI562730_PI562730	-3706.0331963	244	1%	-7.2558594	Chr05	miss50	Bicolor	3706.0331963
PI562730	PI562730_PI562730	-223559.067731799	21623	25%	-3.9614258	Chr06	miss50	Bicolor	223559.067731799
PI562730	PI562730_PI562730	-108010.708921	8853	10%	-5.501953	Chr06	miss50	Bicolor	108010.708921
PI562730	PI562730_PI562730	-57916.8208965999	4379	5%	-6.201172	Chr06	miss50	Bicolor	57916.8208965999
PI562730	PI562730_PI562730	-12654.8757298	833	1%	-7.3916016	Chr06	miss50	Bicolor	12654.8757298
PI562730	PI562730_PI562730	-74158.9321056	7604	25%	-3.703674325	Chr07	miss50	Bicolor	74158.9321056
PI562730	PI562730_PI562730	-33893.2407623001	2854	10%	-5.3376465	Chr07	miss50	Bicolor	33893.2407623001
PI562730	PI562730_PI562730	-18241.3453454	1409	5%	-6.0955322	Chr07	miss50	Bicolor	18241.3453454
PI562730	PI562730_PI562730	-3945.4951163	267	1%	-7.3183594	Chr07	miss50	Bicolor	3945.4951163
PI562730	PI562730_PI562730	-128228.1660005	12517	25%	-3.9101562	Chr08	miss50	Bicolor	128228.1660005
PI562730	PI562730_PI562730	-61399.8874162999	5039	10%	-5.44519045	Chr08	miss50	Bicolor	61399.8874162999
PI562730	PI562730_PI562730	-33281.8812188	2522	5%	-6.154297	Chr08	miss50	Bicolor	33281.8812188
PI562730	PI562730_PI562730	-7194.1772444	472	1%	-7.34375	Chr08	miss50	Bicolor	7194.1772444
PI562730	PI562730_PI562730	-137130.3173427	13541	25%	-3.75	Chr09	miss50	Bicolor	137130.3173427
PI562730	PI562730_PI562730	-66767.4639440999	5501	10%	-5.33116459	Chr09	miss50	Bicolor	66767.4639440999
PI562730	PI562730_PI562730	-35947.5085962999	2721	5%	-6.0703125	Chr09	miss50	Bicolor	35947.5085962999
PI562730	PI562730_PI562730	-8380.4721592	550	1%	-7.2578125	Chr09	miss50	Bicolor	8380.4721592
PI562730	PI562730_PI562730	-103266.4967525	10222	25%	-3.803711	Chr10	miss50	Bicolor	103266.4967525
PI562730	PI562730_PI562730	-49091.7169446	4055	10%	-5.375	Chr10	miss50	Bicolor	49091.7169446
PI562730	PI562730_PI562730	-26661.9410134	2030	5%	-6.1035156	Chr10	miss50	Bicolor	26661.9410134
PI562730	PI562730_PI562730	-6187.6582045	407	1%	-7.2773438	Chr10	miss50	Bicolor	6187.6582045
