gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_comparison	selection_Gene	selection_max_xpclr	selection_n_regions	selection_total_merged_windows	selection_Description	selection_condition
Sobic.003G322700	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71284444	71299011	-	breeding_improved_vs_landrace	Sobic.003G322700	139.639513	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G339900	3	72585902	72669636	6.4e-07	72628333	21	X2020.HN.estimatedPlotYiel	HN	3	72636890	72645346	+	breeding_improved_vs_landrace	Sobic.003G339900	166.1778194	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G340000	3	72585902	72669636	6.4e-07	72628333	21	X2020.HN.estimatedPlotYiel	HN	3	72644823	72650049	+	breeding_improved_vs_landrace	Sobic.003G340000	166.1778194	1	1	Protein of unknown function (DUF688)	xpclr_breeding_improved_vs_landrace
Sobic.003G340100	3	72585902	72669636	6.4e-07	72628333	21	X2020.HN.estimatedPlotYiel	HN	3	72653097	72659731	+	breeding_improved_vs_landrace	Sobic.003G340100	166.1778194	1	1	Lateral organ boundaries (LOB) domain	xpclr_breeding_improved_vs_landrace
Sobic.004G000100	4	0	72776	2.91e-06	32776	1	X2021.LN.stemDiameterUppe	LN	4	71961	82407	-	breeding_improved_vs_landrace	Sobic.004G000100	163.940543	1	1	Belongs to the uridine kinase family	xpclr_breeding_improved_vs_landrace
Sobic.004G011900	4	1003359	1083359	6.54e-06	1043359	1	X2020.LN.medianLeafAngl	LN	4	1029720	1036214	-	breeding_improved_vs_landrace	Sobic.004G011900	159.2847686	1	1	OPT oligopeptide transporter protein	xpclr_breeding_improved_vs_landrace
Sobic.004G012000	4	1003359	1083359	6.54e-06	1043359	1	X2020.LN.medianLeafAngl	LN	4	1042059	1050468	+	breeding_improved_vs_landrace	Sobic.004G012000	159.2847686	1	1	Belongs to the short-chain dehydrogenases reductases (SDR) family	xpclr_breeding_improved_vs_landrace
Sobic.004G012100	4	1003359	1083359	6.54e-06	1043359	1	X2020.LN.medianLeafAngl	LN	4	1046499	1053587	-	breeding_improved_vs_landrace	Sobic.004G012100	159.2847686	1	1	helix loop helix domain	xpclr_breeding_improved_vs_landrace
Sobic.004G012200	4	1003359	1083359	6.54e-06	1043359	1	X2020.LN.medianLeafAngl	LN	4	1056595	1063906	+	breeding_improved_vs_landrace	Sobic.004G012200	159.2847686	1	1	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	xpclr_breeding_improved_vs_landrace
Sobic.004G018800	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1524283	1533127	+	breeding_improved_vs_landrace	Sobic.004G018800	250.5439489	1	1	TB2/DP1, HVA22 family	xpclr_breeding_improved_vs_landrace
Sobic.004G018900	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1532344	1540918	+	breeding_improved_vs_landrace	Sobic.004G018900	250.5439489	1	1	Belongs to the terpene synthase family	xpclr_breeding_improved_vs_landrace
Sobic.004G018900	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1532344	1540918	+	breeding_improved_vs_landrace	Sobic.004G018900	250.5439489	1	1	Belongs to the terpene synthase family	xpclr_breeding_improved_vs_landrace
Sobic.004G019000	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1539931	1548480	+	breeding_improved_vs_landrace	Sobic.004G019000	250.5439489	1	1	Belongs to the terpene synthase family	xpclr_breeding_improved_vs_landrace
Sobic.004G019000	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1539931	1548480	+	breeding_improved_vs_landrace	Sobic.004G019000	250.5439489	1	1	Belongs to the terpene synthase family	xpclr_breeding_improved_vs_landrace
Sobic.004G027550	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2272381	2277252	-	breeding_improved_vs_landrace	Sobic.004G027550	192.0530873	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G027600	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2276618	2285298	-	breeding_improved_vs_landrace	Sobic.004G027600	192.0530873	1	1	Domain of unknown function (DUF1995)	xpclr_breeding_improved_vs_landrace
Sobic.004G027700	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2281519	2288801	-	breeding_improved_vs_landrace	Sobic.004G027700	192.0530873	1	1	PPR repeat	xpclr_breeding_improved_vs_landrace
Sobic.004G027800	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2284508	2294895	+	breeding_improved_vs_landrace	Sobic.004G027800	192.0530873	1	1	Glycosyl hydrolase family 14	xpclr_breeding_improved_vs_landrace
Sobic.004G027900	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2291091	2298047	-	breeding_improved_vs_landrace	Sobic.004G027900	192.0530873	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G027950	4	2273613	2353613	5.68e-06	2313613	1	X2020.LN.flagLeafLengt	LN	4	2295532	2300122	+	breeding_improved_vs_landrace	Sobic.004G027950	192.0530873	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G200100	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57554172	57561024	+	breeding_improved_vs_landrace	Sobic.004G200100	138.7755594	1	1	Leucine-rich repeats, typical (most populated) subfamily	xpclr_breeding_improved_vs_landrace
Sobic.004G200200	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57557161	57567401	-	breeding_improved_vs_landrace	Sobic.004G200200	138.7755594	1	1	Ig-like domain from next to BRCA1 gene	xpclr_breeding_improved_vs_landrace
Sobic.004G200301	4	57567853	57647853	9.39e-06	57607853	1	X2020.HN.rachisDiameterUppe	HN	4	57565020	57571478	+	breeding_improved_vs_landrace	Sobic.004G200301	138.7755594	1	1	Hypothetical methyltransferase	xpclr_breeding_improved_vs_landrace
Sobic.004G200301	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57565020	57571478	+	breeding_improved_vs_landrace	Sobic.004G200301	138.7755594	1	1	Hypothetical methyltransferase	xpclr_breeding_improved_vs_landrace
Sobic.004G200400	4	57567853	57647853	9.39e-06	57607853	1	X2020.HN.rachisDiameterUppe	HN	4	57570713	57581273	+	breeding_improved_vs_landrace	Sobic.004G200400	138.7755594	1	1	belongs to the protein kinase superfamily	xpclr_breeding_improved_vs_landrace
Sobic.004G200400	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57570713	57581273	+	breeding_improved_vs_landrace	Sobic.004G200400	138.7755594	1	1	belongs to the protein kinase superfamily	xpclr_breeding_improved_vs_landrace
Sobic.004G200501	4	57567853	57647853	9.39e-06	57607853	1	X2020.HN.rachisDiameterUppe	HN	4	57578315	57583882	+	breeding_improved_vs_landrace	Sobic.004G200501	138.7755594	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G200501	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57578315	57583882	+	breeding_improved_vs_landrace	Sobic.004G200501	138.7755594	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G200600	4	57567853	57647853	9.39e-06	57607853	1	X2020.HN.rachisDiameterUppe	HN	4	57579603	57586945	-	breeding_improved_vs_landrace	Sobic.004G200600	138.7755594	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G200600	4	57557354	57637354	4.86e-06	57597354	1	X2021.LN.stemDiameterLowe	LN	4	57579603	57586945	-	breeding_improved_vs_landrace	Sobic.004G200600	138.7755594	1	1		xpclr_breeding_improved_vs_landrace
Sobic.004G270600	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64010105	64018021	-	breeding_improved_vs_landrace	Sobic.004G270600	352.757521	1	2	MYB-CC type transfactor, LHEQLE motif	xpclr_breeding_improved_vs_landrace
Sobic.004G270600	4	63942820	64022820	9.36e-06	63982820	1	X2020.HN.percentStarc	HN	4	64010105	64018021	-	breeding_improved_vs_landrace	Sobic.004G270600	352.757521	1	2	MYB-CC type transfactor, LHEQLE motif	xpclr_breeding_improved_vs_landrace
Sobic.004G270600	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64010105	64018021	-	breeding_improved_vs_landrace	Sobic.004G270600	352.757521	1	2	MYB-CC type transfactor, LHEQLE motif	xpclr_breeding_improved_vs_landrace
Sobic.004G270600	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64010105	64018021	-	breeding_improved_vs_landrace	Sobic.004G270600	352.757521	1	2	MYB-CC type transfactor, LHEQLE motif	xpclr_breeding_improved_vs_landrace
Sobic.004G270700	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64015177	64019938	+	breeding_improved_vs_landrace	Sobic.004G270700	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270700	4	63942820	64022820	9.36e-06	63982820	1	X2020.HN.percentStarc	HN	4	64015177	64019938	+	breeding_improved_vs_landrace	Sobic.004G270700	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270700	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64015177	64019938	+	breeding_improved_vs_landrace	Sobic.004G270700	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270700	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64015177	64019938	+	breeding_improved_vs_landrace	Sobic.004G270700	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270750	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64016325	64021346	-	breeding_improved_vs_landrace	Sobic.004G270750	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270750	4	63942820	64022820	9.36e-06	63982820	1	X2020.HN.percentStarc	HN	4	64016325	64021346	-	breeding_improved_vs_landrace	Sobic.004G270750	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270750	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64016325	64021346	-	breeding_improved_vs_landrace	Sobic.004G270750	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270750	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64016325	64021346	-	breeding_improved_vs_landrace	Sobic.004G270750	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G270800	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64017654	64025038	-	breeding_improved_vs_landrace	Sobic.004G270800	352.757521	1	2	Anaphase-promoting complex subunit 4 WD40 domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270800	4	63942820	64022820	9.36e-06	63982820	1	X2020.HN.percentStarc	HN	4	64017654	64025038	-	breeding_improved_vs_landrace	Sobic.004G270800	352.757521	1	2	Anaphase-promoting complex subunit 4 WD40 domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270800	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64017654	64025038	-	breeding_improved_vs_landrace	Sobic.004G270800	352.757521	1	2	Anaphase-promoting complex subunit 4 WD40 domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270800	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64017654	64025038	-	breeding_improved_vs_landrace	Sobic.004G270800	352.757521	1	2	Anaphase-promoting complex subunit 4 WD40 domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270900	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64022920	64028974	+	breeding_improved_vs_landrace	Sobic.004G270900	352.757521	1	2	Helix-loop-helix DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270900	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64022920	64028974	+	breeding_improved_vs_landrace	Sobic.004G270900	352.757521	1	2	Helix-loop-helix DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.004G270900	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64022920	64028974	+	breeding_improved_vs_landrace	Sobic.004G270900	352.757521	1	2	Helix-loop-helix DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.004G271000	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64029107	64040972	+	breeding_improved_vs_landrace	Sobic.004G271000	352.757521	1	2	PWWP domain	xpclr_breeding_improved_vs_landrace
Sobic.004G271000	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64029107	64040972	+	breeding_improved_vs_landrace	Sobic.004G271000	352.757521	1	2	PWWP domain	xpclr_breeding_improved_vs_landrace
Sobic.004G271000	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64029107	64040972	+	breeding_improved_vs_landrace	Sobic.004G271000	352.757521	1	2	PWWP domain	xpclr_breeding_improved_vs_landrace
Sobic.004G271100	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64037272	64042003	+	breeding_improved_vs_landrace	Sobic.004G271100	352.757521	1	2	-	xpclr_breeding_improved_vs_landrace
Sobic.004G271100	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64037272	64042003	+	breeding_improved_vs_landrace	Sobic.004G271100	352.757521	1	2	-	xpclr_breeding_improved_vs_landrace
Sobic.004G271100	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64037272	64042003	+	breeding_improved_vs_landrace	Sobic.004G271100	352.757521	1	2	-	xpclr_breeding_improved_vs_landrace
Sobic.004G271200	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64038022	64044731	-	breeding_improved_vs_landrace	Sobic.004G271200	352.757521	1	2	Bromodomain transcription factors and PHD domain containing proteins	xpclr_breeding_improved_vs_landrace
Sobic.004G271200	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64038022	64044731	-	breeding_improved_vs_landrace	Sobic.004G271200	352.757521	1	2	Bromodomain transcription factors and PHD domain containing proteins	xpclr_breeding_improved_vs_landrace
Sobic.004G271200	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64038022	64044731	-	breeding_improved_vs_landrace	Sobic.004G271200	352.757521	1	2	Bromodomain transcription factors and PHD domain containing proteins	xpclr_breeding_improved_vs_landrace
Sobic.004G271300	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64052537	64064153	+	breeding_improved_vs_landrace	Sobic.004G271300	352.757521	1	2	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks	xpclr_breeding_improved_vs_landrace
Sobic.004G271300	4	63976705	64056705	4.12e-06	64016705	1	X2020.rachisDiameterLower.N	NR	4	64052537	64064153	+	breeding_improved_vs_landrace	Sobic.004G271300	352.757521	1	2	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks	xpclr_breeding_improved_vs_landrace
Sobic.004G271300	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64052537	64064153	+	breeding_improved_vs_landrace	Sobic.004G271300	352.757521	1	2	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks	xpclr_breeding_improved_vs_landrace
Sobic.004G271350	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64060395	64065580	-	breeding_improved_vs_landrace	Sobic.004G271350	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G271350	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64060395	64065580	-	breeding_improved_vs_landrace	Sobic.004G271350	352.757521	1	2		xpclr_breeding_improved_vs_landrace
Sobic.004G271400	4	63958498	64093267	3.13e-06	64053267	5	X2020.HN.percentMoistur	HN	4	64063244	64068554	-	breeding_improved_vs_landrace	Sobic.004G271400	352.757521	1	2	Belongs to the universal ribosomal protein uL11 family	xpclr_breeding_improved_vs_landrace
Sobic.004G271400	4	63978452	64085702	3.67e-07	64018452	10	X2020.rachisLength.N	NR	4	64063244	64068554	-	breeding_improved_vs_landrace	Sobic.004G271400	352.757521	1	2	Belongs to the universal ribosomal protein uL11 family	xpclr_breeding_improved_vs_landrace
Sobic.004G277800	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64609016	64615221	-	breeding_improved_vs_landrace	Sobic.004G277800	187.2151234	1	3	Belongs to the small GTPase superfamily. Arf family	xpclr_breeding_improved_vs_landrace
Sobic.004G277900	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64616820	64622195	+	breeding_improved_vs_landrace	Sobic.004G277900	187.2151234	1	3		xpclr_breeding_improved_vs_landrace
Sobic.004G277950	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64622890	64627490	+	breeding_improved_vs_landrace	Sobic.004G277950	187.2151234	1	3		xpclr_breeding_improved_vs_landrace
Sobic.004G278000	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64630211	64636229	+	breeding_improved_vs_landrace	Sobic.004G278000	187.2151234	1	3	BOI-related E3 ubiquitin-protein ligase	xpclr_breeding_improved_vs_landrace
Sobic.004G278050	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64632945	64638530	+	breeding_improved_vs_landrace	Sobic.004G278050	187.2151234	1	3		xpclr_breeding_improved_vs_landrace
Sobic.004G278100	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64636855	64641308	+	breeding_improved_vs_landrace	Sobic.004G278100	187.2151234	1	3	zinc-finger of the FCS-type, C2-C2	xpclr_breeding_improved_vs_landrace
Sobic.004G278200	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64643470	64648565	+	breeding_improved_vs_landrace	Sobic.004G278200	187.2151234	1	3	zinc-finger of the FCS-type, C2-C2	xpclr_breeding_improved_vs_landrace
Sobic.004G278300	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64647562	64652603	+	breeding_improved_vs_landrace	Sobic.004G278300	187.2151234	1	3	zinc-finger of the FCS-type, C2-C2	xpclr_breeding_improved_vs_landrace
Sobic.004G278400	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64652763	64657992	+	breeding_improved_vs_landrace	Sobic.004G278400	187.2151234	1	3	zinc-finger of the FCS-type, C2-C2	xpclr_breeding_improved_vs_landrace
Sobic.004G278500	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64656914	64665429	+	breeding_improved_vs_landrace	Sobic.004G278500	187.2151234	1	3	Uncharacterised protein family (UPF0160)	xpclr_breeding_improved_vs_landrace
Sobic.004G278600	4	64591239	64671239	6.39e-06	64631239	1	X2020.HN.tillersPerPlan	HN	4	64661426	64667127	-	breeding_improved_vs_landrace	Sobic.004G278600	187.2151234	1	3	F-box-like	xpclr_breeding_improved_vs_landrace
Sobic.005G128625	5	60505641	60585641	4.95e-06	60545641	1	X2020.HN.daysToFlowe	HN	5	60557428	60564872	-	breeding_improved_vs_landrace	Sobic.005G128625	163.4733439	1	1	No apical meristem-associated C-terminal domain	xpclr_breeding_improved_vs_landrace
Sobic.006G025700	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4701236	4710354	+	breeding_improved_vs_landrace	Sobic.006G025700	196.1684974	1	2		xpclr_breeding_improved_vs_landrace
Sobic.006G025700	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4701236	4710354	+	breeding_improved_vs_landrace	Sobic.006G025700	196.1684974	1	2		xpclr_breeding_improved_vs_landrace
Sobic.006G025800	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4720311	4725027	+	breeding_improved_vs_landrace	Sobic.006G025800	196.1684974	1	2		xpclr_breeding_improved_vs_landrace
Sobic.006G025800	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4720311	4725027	+	breeding_improved_vs_landrace	Sobic.006G025800	196.1684974	1	2		xpclr_breeding_improved_vs_landrace
Sobic.006G025900	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4829400	4834081	+	breeding_improved_vs_landrace	Sobic.006G025900	247.4848763	1	4		xpclr_breeding_improved_vs_landrace
Sobic.006G025900	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4829400	4834081	+	breeding_improved_vs_landrace	Sobic.006G025900	247.4848763	1	4		xpclr_breeding_improved_vs_landrace
Sobic.006G026000	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4838170	4843003	+	breeding_improved_vs_landrace	Sobic.006G026000	247.4848763	1	4		xpclr_breeding_improved_vs_landrace
Sobic.006G026000	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4838170	4843003	+	breeding_improved_vs_landrace	Sobic.006G026000	247.4848763	1	4		xpclr_breeding_improved_vs_landrace
Sobic.006G026100	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4843187	4848606	+	breeding_improved_vs_landrace	Sobic.006G026100	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026100	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4843187	4848606	+	breeding_improved_vs_landrace	Sobic.006G026100	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026200	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4844873	4850314	+	breeding_improved_vs_landrace	Sobic.006G026200	247.4848763	1	4	Belongs to the DEFL family	xpclr_breeding_improved_vs_landrace
Sobic.006G026200	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4844873	4850314	+	breeding_improved_vs_landrace	Sobic.006G026200	247.4848763	1	4	Belongs to the DEFL family	xpclr_breeding_improved_vs_landrace
Sobic.006G026250	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4852095	4862754	-	breeding_improved_vs_landrace	Sobic.006G026250	247.4848763	1	4	FAR1 DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.006G026250	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4852095	4862754	-	breeding_improved_vs_landrace	Sobic.006G026250	247.4848763	1	4	FAR1 DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.006G026300	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4863531	4868134	-	breeding_improved_vs_landrace	Sobic.006G026300	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026300	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4863531	4868134	-	breeding_improved_vs_landrace	Sobic.006G026300	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026400	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4878979	4883557	-	breeding_improved_vs_landrace	Sobic.006G026400	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026400	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4878979	4883557	-	breeding_improved_vs_landrace	Sobic.006G026400	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026400	6	4869387	4957516	5.69e-06	4909387	2	X2021.tillersPerPlant.N	NR	6	4878979	4883557	-	breeding_improved_vs_landrace	Sobic.006G026400	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026500	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	HN	6	4885956	4890718	+	breeding_improved_vs_landrace	Sobic.006G026500	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026500	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	LN	6	4885956	4890718	+	breeding_improved_vs_landrace	Sobic.006G026500	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G026500	6	4869387	4957516	5.69e-06	4909387	2	X2021.tillersPerPlant.N	NR	6	4885956	4890718	+	breeding_improved_vs_landrace	Sobic.006G026500	247.4848763	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.006G073100	6	44924326	45004326	2.54e-06	44964326	1	X2020.LN.panicleGrainWeigh	LN	6	44899155	44926365	-	breeding_improved_vs_landrace	Sobic.006G073100	541.2553078	1	1	Serine/threonine phosphatases, family 2C, catalytic domain	xpclr_breeding_improved_vs_landrace
Sobic.006G094900	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47886405	47892054	+	breeding_improved_vs_landrace	Sobic.006G094900	268.6690312	1	10	LURP-one-related	xpclr_breeding_improved_vs_landrace
Sobic.006G095000	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47884150	47895639	-	breeding_improved_vs_landrace	Sobic.006G095000	268.6690312	1	10	Pentacotripeptide-repeat region of PRORP	xpclr_breeding_improved_vs_landrace
Sobic.006G095100	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47894416	47900853	+	breeding_improved_vs_landrace	Sobic.006G095100	268.6690312	1	10	-	xpclr_breeding_improved_vs_landrace
Sobic.006G095200	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47896829	47903870	-	breeding_improved_vs_landrace	Sobic.006G095200	268.6690312	1	10	Microsomal signal peptidase 25 kDa subunit (SPC25)	xpclr_breeding_improved_vs_landrace
Sobic.006G095300	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47905521	47910749	-	breeding_improved_vs_landrace	Sobic.006G095300	268.6690312	1	10	-	xpclr_breeding_improved_vs_landrace
Sobic.006G095400	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47908111	47916250	+	breeding_improved_vs_landrace	Sobic.006G095400	268.6690312	1	10	Peptidyl-prolyl cis-trans isomerase	xpclr_breeding_improved_vs_landrace
Sobic.006G095500	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47912519	47918660	+	breeding_improved_vs_landrace	Sobic.006G095500	268.6690312	1	10	Pentacotripeptide-repeat region of PRORP	xpclr_breeding_improved_vs_landrace
Sobic.006G095550	6	47886317	47966317	9.9e-06	47926317	1	X2020.LN.branchInternodeLengt	LN	6	47916242	47921948	+	breeding_improved_vs_landrace	Sobic.006G095550	268.6690312	1	10		xpclr_breeding_improved_vs_landrace
