gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_V10	selection_Description	selection_condition
Sobic.008G164300	8	62799682	62892278	1.95e-06	62839682	35	X2020.LN.tillersPerPlan	LN	8	62882697	62889417	+	8	62880001	62920000	0.248082	2	8	62882697	62889417	+	Sobic.008G164300	NA	fst_breeding_improved_vs_landrace
Sobic.008G164800	8	62913662	63008153	2.3e-08	62953662	3	X2020.HN.branchInternodeLengt	HN	8	62912672	62924330	+	8	62880001	62920000	0.248082	2	8	62912672	62924330	+	Sobic.008G164800	No apical meristem (NAM) protein	fst_breeding_improved_vs_landrace
Sobic.008G164800	8	62913662	63008153	2.81e-07	62953662	3	X2020.LN.branchInternodeLengt	LN	8	62912672	62924330	+	8	62880001	62920000	0.248082	2	8	62912672	62924330	+	Sobic.008G164800	No apical meristem (NAM) protein	fst_breeding_improved_vs_landrace
Sobic.009G048466	9	4673041	4773649	1.47e-06	4713041	3	X2021.LN.daysToFlowe	LN	9	4712147	4717162	+	9	4690001	4735000	0.246519	3	9	4712147	4717162	+	Sobic.009G048466	-	fst_breeding_improved_vs_landrace
Sobic.009G174300	9	56652387	56732387	4.94e-06	56692387	1	X2020.LN.thirdLeafLengt	LN	9	56731456	56738354	-	9	56730001	56780000	0.258788	4	9	56731456	56738354	-	Sobic.009G174300	WRKY DNA -binding domain	fst_breeding_improved_vs_landrace
Sobic.009G184200	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57499778	57515870	+	9	57515001	57575000	0.312004	6	9	57499778	57515870	+	Sobic.009G184200	Structural maintenance of chromosomes protein	fst_breeding_improved_vs_landrace
Sobic.009G184300	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57515371	57520708	-	9	57515001	57575000	0.312004	6	9	57515371	57520708	-	Sobic.009G184300	AP2 domain	fst_breeding_improved_vs_landrace
Sobic.009G184400	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57539479	57544849	-	9	57515001	57575000	0.312004	6	9	57539479	57544849	-	Sobic.009G184400	AP2 domain	fst_breeding_improved_vs_landrace
Sobic.009G184425	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57546383	57551429	+	9	57515001	57575000	0.312004	6	9	57546383	57551429	+	Sobic.009G184425	NA	fst_breeding_improved_vs_landrace
Sobic.009G184450	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57548660	57561279	+	9	57515001	57575000	0.312004	6	9	57548660	57561279	+	Sobic.009G184450	NA	fst_breeding_improved_vs_landrace
Sobic.009G184500	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57552114	57556715	+	9	57515001	57575000	0.312004	6	9	57552114	57556715	+	Sobic.009G184500	Belongs to the cystatin family. Phytocystatin subfamily	fst_breeding_improved_vs_landrace
Sobic.009G184600	9	57504374	57584374	9.81e-06	57544374	1	X2021.HN.tillersPerPlan	HN	9	57562642	57572703	-	9	57515001	57575000	0.312004	6	9	57562642	57572703	-	Sobic.009G184600	Zinc finger CCCH domain-containing protein	fst_breeding_improved_vs_landrace
Sobic.009G204633	9	59122456	59202456	1.68e-06	59162456	1	X2021.HN.tillersPerPlan	HN	9	59112999	59123212	+	9	59085001	59140000	0.262143	5	9	59112999	59123212	+	Sobic.009G204633	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	fst_breeding_improved_vs_landrace
Sobic.009G204700	9	59122456	59202456	1.68e-06	59162456	1	X2021.HN.tillersPerPlan	HN	9	59118503	59127379	-	9	59085001	59140000	0.262143	5	9	59118503	59127379	-	Sobic.009G204700	receptor-like serine threonine-protein kinase	fst_breeding_improved_vs_landrace
Sobic.009G204800	9	59122456	59202456	1.68e-06	59162456	1	X2021.HN.tillersPerPlan	HN	9	59136910	59145756	+	9	59085001	59140000	0.262143	5	9	59136910	59145756	+	Sobic.009G204800	Carbohydrate-binding protein of the ER	fst_breeding_improved_vs_landrace
Sobic.009G236200	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61303660	61309998	-	9	61305001	61425000	0.293499	14	9	61303660	61309998	-	Sobic.009G236200	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236200	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61303660	61309998	-	9	61305001	61425000	0.293499	14	9	61303660	61309998	-	Sobic.009G236200	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236200	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61303660	61309998	-	9	61305001	61425000	0.293499	14	9	61303660	61309998	-	Sobic.009G236200	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236200	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61303660	61309998	-	9	61305001	61425000	0.293499	14	9	61303660	61309998	-	Sobic.009G236200	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236300	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61310218	61316925	-	9	61305001	61425000	0.293499	14	9	61310218	61316925	-	Sobic.009G236300	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236300	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61310218	61316925	-	9	61305001	61425000	0.293499	14	9	61310218	61316925	-	Sobic.009G236300	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236300	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61310218	61316925	-	9	61305001	61425000	0.293499	14	9	61310218	61316925	-	Sobic.009G236300	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236300	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61310218	61316925	-	9	61305001	61425000	0.293499	14	9	61310218	61316925	-	Sobic.009G236300	Legume lectin domain	fst_breeding_improved_vs_landrace
Sobic.009G236400	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61314927	61321280	+	9	61305001	61425000	0.293499	14	9	61314927	61321280	+	Sobic.009G236400	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	fst_breeding_improved_vs_landrace
Sobic.009G236400	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61314927	61321280	+	9	61305001	61425000	0.293499	14	9	61314927	61321280	+	Sobic.009G236400	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	fst_breeding_improved_vs_landrace
Sobic.009G236400	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61314927	61321280	+	9	61305001	61425000	0.293499	14	9	61314927	61321280	+	Sobic.009G236400	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	fst_breeding_improved_vs_landrace
Sobic.009G236400	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61314927	61321280	+	9	61305001	61425000	0.293499	14	9	61314927	61321280	+	Sobic.009G236400	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	fst_breeding_improved_vs_landrace
Sobic.009G236500	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61318406	61323177	+	9	61305001	61425000	0.293499	14	9	61318406	61323177	+	Sobic.009G236500	-	fst_breeding_improved_vs_landrace
Sobic.009G236500	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61318406	61323177	+	9	61305001	61425000	0.293499	14	9	61318406	61323177	+	Sobic.009G236500	-	fst_breeding_improved_vs_landrace
Sobic.009G236500	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61318406	61323177	+	9	61305001	61425000	0.293499	14	9	61318406	61323177	+	Sobic.009G236500	-	fst_breeding_improved_vs_landrace
Sobic.009G236500	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61318406	61323177	+	9	61305001	61425000	0.293499	14	9	61318406	61323177	+	Sobic.009G236500	-	fst_breeding_improved_vs_landrace
Sobic.009G236600	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61326866	61332056	+	9	61305001	61425000	0.293499	14	9	61326866	61332056	+	Sobic.009G236600	-	fst_breeding_improved_vs_landrace
Sobic.009G236600	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61326866	61332056	+	9	61305001	61425000	0.293499	14	9	61326866	61332056	+	Sobic.009G236600	-	fst_breeding_improved_vs_landrace
Sobic.009G236600	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61326866	61332056	+	9	61305001	61425000	0.293499	14	9	61326866	61332056	+	Sobic.009G236600	-	fst_breeding_improved_vs_landrace
Sobic.009G236600	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61326866	61332056	+	9	61305001	61425000	0.293499	14	9	61326866	61332056	+	Sobic.009G236600	-	fst_breeding_improved_vs_landrace
Sobic.009G236700	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61330070	61334910	+	9	61305001	61425000	0.293499	14	9	61330070	61334910	+	Sobic.009G236700	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236700	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61330070	61334910	+	9	61305001	61425000	0.293499	14	9	61330070	61334910	+	Sobic.009G236700	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236700	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61330070	61334910	+	9	61305001	61425000	0.293499	14	9	61330070	61334910	+	Sobic.009G236700	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236700	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61330070	61334910	+	9	61305001	61425000	0.293499	14	9	61330070	61334910	+	Sobic.009G236700	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236800	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61332322	61337501	+	9	61305001	61425000	0.293499	14	9	61332322	61337501	+	Sobic.009G236800	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236800	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61332322	61337501	+	9	61305001	61425000	0.293499	14	9	61332322	61337501	+	Sobic.009G236800	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236800	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61332322	61337501	+	9	61305001	61425000	0.293499	14	9	61332322	61337501	+	Sobic.009G236800	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G236800	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61332322	61337501	+	9	61305001	61425000	0.293499	14	9	61332322	61337501	+	Sobic.009G236800	Protein of unknown function (DUF1645)	fst_breeding_improved_vs_landrace
Sobic.009G237000	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61336217	61344210	-	9	61305001	61425000	0.293499	14	9	61336217	61344210	-	Sobic.009G237000	Trypsin	fst_breeding_improved_vs_landrace
Sobic.009G237000	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61336217	61344210	-	9	61305001	61425000	0.293499	14	9	61336217	61344210	-	Sobic.009G237000	Trypsin	fst_breeding_improved_vs_landrace
Sobic.009G237000	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61336217	61344210	-	9	61305001	61425000	0.293499	14	9	61336217	61344210	-	Sobic.009G237000	Trypsin	fst_breeding_improved_vs_landrace
Sobic.009G237000	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61336217	61344210	-	9	61305001	61425000	0.293499	14	9	61336217	61344210	-	Sobic.009G237000	Trypsin	fst_breeding_improved_vs_landrace
Sobic.009G237100	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61342431	61353127	+	9	61305001	61425000	0.293499	14	9	61342431	61353127	+	Sobic.009G237100	SBF-like CPA transporter family (DUF4137)	fst_breeding_improved_vs_landrace
Sobic.009G237100	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61342431	61353127	+	9	61305001	61425000	0.293499	14	9	61342431	61353127	+	Sobic.009G237100	SBF-like CPA transporter family (DUF4137)	fst_breeding_improved_vs_landrace
Sobic.009G237100	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61342431	61353127	+	9	61305001	61425000	0.293499	14	9	61342431	61353127	+	Sobic.009G237100	SBF-like CPA transporter family (DUF4137)	fst_breeding_improved_vs_landrace
Sobic.009G237100	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61342431	61353127	+	9	61305001	61425000	0.293499	14	9	61342431	61353127	+	Sobic.009G237100	SBF-like CPA transporter family (DUF4137)	fst_breeding_improved_vs_landrace
Sobic.009G237200	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61351929	61358063	+	9	61305001	61425000	0.293499	14	9	61351929	61358063	+	Sobic.009G237200	Belongs to the eukaryotic ribosomal protein eL13 family	fst_breeding_improved_vs_landrace
Sobic.009G237200	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61351929	61358063	+	9	61305001	61425000	0.293499	14	9	61351929	61358063	+	Sobic.009G237200	Belongs to the eukaryotic ribosomal protein eL13 family	fst_breeding_improved_vs_landrace
Sobic.009G237200	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61351929	61358063	+	9	61305001	61425000	0.293499	14	9	61351929	61358063	+	Sobic.009G237200	Belongs to the eukaryotic ribosomal protein eL13 family	fst_breeding_improved_vs_landrace
Sobic.009G237200	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61351929	61358063	+	9	61305001	61425000	0.293499	14	9	61351929	61358063	+	Sobic.009G237200	Belongs to the eukaryotic ribosomal protein eL13 family	fst_breeding_improved_vs_landrace
Sobic.009G237300	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61354539	61359379	+	9	61305001	61425000	0.293499	14	9	61354539	61359379	+	Sobic.009G237300	NA	fst_breeding_improved_vs_landrace
Sobic.009G237300	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61354539	61359379	+	9	61305001	61425000	0.293499	14	9	61354539	61359379	+	Sobic.009G237300	NA	fst_breeding_improved_vs_landrace
Sobic.009G237300	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61354539	61359379	+	9	61305001	61425000	0.293499	14	9	61354539	61359379	+	Sobic.009G237300	NA	fst_breeding_improved_vs_landrace
Sobic.009G237300	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61354539	61359379	+	9	61305001	61425000	0.293499	14	9	61354539	61359379	+	Sobic.009G237300	NA	fst_breeding_improved_vs_landrace
Sobic.009G237350	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61359093	61369698	+	9	61305001	61425000	0.293499	14	9	61359093	61369698	+	Sobic.009G237350	F-box-like	fst_breeding_improved_vs_landrace
Sobic.009G237350	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61359093	61369698	+	9	61305001	61425000	0.293499	14	9	61359093	61369698	+	Sobic.009G237350	F-box-like	fst_breeding_improved_vs_landrace
Sobic.009G237350	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61359093	61369698	+	9	61305001	61425000	0.293499	14	9	61359093	61369698	+	Sobic.009G237350	F-box-like	fst_breeding_improved_vs_landrace
Sobic.009G237350	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61359093	61369698	+	9	61305001	61425000	0.293499	14	9	61359093	61369698	+	Sobic.009G237350	F-box-like	fst_breeding_improved_vs_landrace
Sobic.009G237400	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61366768	61381103	-	9	61305001	61425000	0.293499	14	9	61366768	61381103	-	Sobic.009G237400	Timeless protein C terminal region	fst_breeding_improved_vs_landrace
Sobic.009G237400	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61366768	61381103	-	9	61305001	61425000	0.293499	14	9	61366768	61381103	-	Sobic.009G237400	Timeless protein C terminal region	fst_breeding_improved_vs_landrace
Sobic.009G237400	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61366768	61381103	-	9	61305001	61425000	0.293499	14	9	61366768	61381103	-	Sobic.009G237400	Timeless protein C terminal region	fst_breeding_improved_vs_landrace
Sobic.009G237400	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61366768	61381103	-	9	61305001	61425000	0.293499	14	9	61366768	61381103	-	Sobic.009G237400	Timeless protein C terminal region	fst_breeding_improved_vs_landrace
Sobic.009G237500	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61377272	61382582	+	9	61305001	61425000	0.293499	14	9	61377272	61382582	+	Sobic.009G237500	Protein of unknown function (DUF3143)	fst_breeding_improved_vs_landrace
Sobic.009G237500	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61377272	61382582	+	9	61305001	61425000	0.293499	14	9	61377272	61382582	+	Sobic.009G237500	Protein of unknown function (DUF3143)	fst_breeding_improved_vs_landrace
Sobic.009G237500	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61377272	61382582	+	9	61305001	61425000	0.293499	14	9	61377272	61382582	+	Sobic.009G237500	Protein of unknown function (DUF3143)	fst_breeding_improved_vs_landrace
Sobic.009G237500	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61377272	61382582	+	9	61305001	61425000	0.293499	14	9	61377272	61382582	+	Sobic.009G237500	Protein of unknown function (DUF3143)	fst_breeding_improved_vs_landrace
Sobic.009G237600	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61382671	61391581	+	9	61305001	61425000	0.293499	14	9	61382671	61391581	+	Sobic.009G237600	G-box binding protein MFMR	fst_breeding_improved_vs_landrace
Sobic.009G237600	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61382671	61391581	+	9	61305001	61425000	0.293499	14	9	61382671	61391581	+	Sobic.009G237600	G-box binding protein MFMR	fst_breeding_improved_vs_landrace
Sobic.009G237600	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61382671	61391581	+	9	61305001	61425000	0.293499	14	9	61382671	61391581	+	Sobic.009G237600	G-box binding protein MFMR	fst_breeding_improved_vs_landrace
Sobic.009G237600	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61382671	61391581	+	9	61305001	61425000	0.293499	14	9	61382671	61391581	+	Sobic.009G237600	G-box binding protein MFMR	fst_breeding_improved_vs_landrace
Sobic.009G237700	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61395564	61403056	+	9	61305001	61425000	0.293499	14	9	61395564	61403056	+	Sobic.009G237700	Belongs to the glucose-6-phosphate 1-epimerase family	fst_breeding_improved_vs_landrace
Sobic.009G237700	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61395564	61403056	+	9	61305001	61425000	0.293499	14	9	61395564	61403056	+	Sobic.009G237700	Belongs to the glucose-6-phosphate 1-epimerase family	fst_breeding_improved_vs_landrace
Sobic.009G237700	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61395564	61403056	+	9	61305001	61425000	0.293499	14	9	61395564	61403056	+	Sobic.009G237700	Belongs to the glucose-6-phosphate 1-epimerase family	fst_breeding_improved_vs_landrace
Sobic.009G237700	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61395564	61403056	+	9	61305001	61425000	0.293499	14	9	61395564	61403056	+	Sobic.009G237700	Belongs to the glucose-6-phosphate 1-epimerase family	fst_breeding_improved_vs_landrace
Sobic.009G237700	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61395564	61403056	+	9	61305001	61425000	0.293499	14	9	61395564	61403056	+	Sobic.009G237700	Belongs to the glucose-6-phosphate 1-epimerase family	fst_breeding_improved_vs_landrace
Sobic.009G237800	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61400934	61406039	+	9	61305001	61425000	0.293499	14	9	61400934	61406039	+	Sobic.009G237800	-	fst_breeding_improved_vs_landrace
Sobic.009G237800	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61400934	61406039	+	9	61305001	61425000	0.293499	14	9	61400934	61406039	+	Sobic.009G237800	-	fst_breeding_improved_vs_landrace
Sobic.009G237800	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61400934	61406039	+	9	61305001	61425000	0.293499	14	9	61400934	61406039	+	Sobic.009G237800	-	fst_breeding_improved_vs_landrace
Sobic.009G237800	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61400934	61406039	+	9	61305001	61425000	0.293499	14	9	61400934	61406039	+	Sobic.009G237800	-	fst_breeding_improved_vs_landrace
Sobic.009G237800	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61400934	61406039	+	9	61305001	61425000	0.293499	14	9	61400934	61406039	+	Sobic.009G237800	-	fst_breeding_improved_vs_landrace
Sobic.009G237900	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61402662	61408288	-	9	61305001	61425000	0.293499	14	9	61402662	61408288	-	Sobic.009G237900	Plastocyanin-like domain	fst_breeding_improved_vs_landrace
Sobic.009G237900	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61402662	61408288	-	9	61305001	61425000	0.293499	14	9	61402662	61408288	-	Sobic.009G237900	Plastocyanin-like domain	fst_breeding_improved_vs_landrace
Sobic.009G237900	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61402662	61408288	-	9	61305001	61425000	0.293499	14	9	61402662	61408288	-	Sobic.009G237900	Plastocyanin-like domain	fst_breeding_improved_vs_landrace
Sobic.009G237900	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61402662	61408288	-	9	61305001	61425000	0.293499	14	9	61402662	61408288	-	Sobic.009G237900	Plastocyanin-like domain	fst_breeding_improved_vs_landrace
Sobic.009G237900	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61402662	61408288	-	9	61305001	61425000	0.293499	14	9	61402662	61408288	-	Sobic.009G237900	Plastocyanin-like domain	fst_breeding_improved_vs_landrace
Sobic.009G238000	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61404337	61417383	-	9	61305001	61425000	0.293499	14	9	61404337	61417383	-	Sobic.009G238000	WD domain, G-beta repeat	fst_breeding_improved_vs_landrace
Sobic.009G238000	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61404337	61417383	-	9	61305001	61425000	0.293499	14	9	61404337	61417383	-	Sobic.009G238000	WD domain, G-beta repeat	fst_breeding_improved_vs_landrace
Sobic.009G238000	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61404337	61417383	-	9	61305001	61425000	0.293499	14	9	61404337	61417383	-	Sobic.009G238000	WD domain, G-beta repeat	fst_breeding_improved_vs_landrace
Sobic.009G238000	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61404337	61417383	-	9	61305001	61425000	0.293499	14	9	61404337	61417383	-	Sobic.009G238000	WD domain, G-beta repeat	fst_breeding_improved_vs_landrace
Sobic.009G238000	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61404337	61417383	-	9	61305001	61425000	0.293499	14	9	61404337	61417383	-	Sobic.009G238000	WD domain, G-beta repeat	fst_breeding_improved_vs_landrace
Sobic.009G238100	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61418274	61425548	+	9	61305001	61425000	0.293499	14	9	61418274	61425548	+	Sobic.009G238100	Group II intron splicing	fst_breeding_improved_vs_landrace
Sobic.009G238100	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61418274	61425548	+	9	61305001	61425000	0.293499	14	9	61418274	61425548	+	Sobic.009G238100	Group II intron splicing	fst_breeding_improved_vs_landrace
Sobic.009G238100	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61418274	61425548	+	9	61305001	61425000	0.293499	14	9	61418274	61425548	+	Sobic.009G238100	Group II intron splicing	fst_breeding_improved_vs_landrace
Sobic.009G238100	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61418274	61425548	+	9	61305001	61425000	0.293499	14	9	61418274	61425548	+	Sobic.009G238100	Group II intron splicing	fst_breeding_improved_vs_landrace
Sobic.009G238100	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61418274	61425548	+	9	61305001	61425000	0.293499	14	9	61418274	61425548	+	Sobic.009G238100	Group II intron splicing	fst_breeding_improved_vs_landrace
Sobic.009G247001	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62051535	62057817	+	9	62055001	62095000	0.254007	2	9	62051535	62057817	+	Sobic.009G247001	RNA recognition motif	fst_breeding_improved_vs_landrace
Sobic.009G247001	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62051535	62057817	+	9	62055001	62095000	0.254007	2	9	62051535	62057817	+	Sobic.009G247001	RNA recognition motif	fst_breeding_improved_vs_landrace
Sobic.009G247001	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62051535	62057817	+	9	62055001	62095000	0.254007	2	9	62051535	62057817	+	Sobic.009G247001	RNA recognition motif	fst_breeding_improved_vs_landrace
