gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_Description	selection_condition
Sobic.005G150600	5	67015660	67096775	2.67e-06	67056775	3	X2020.LN.tillersPerPlan	LN	5	67011616	67023569	-	5	66925535	67021315	1791.166853	5	67011616	67023569	-	Sobic.005G150600	Sec-independent protein translocase protein	balancing_landrace_only
Sobic.005G164200	5	69009608	69089608	9.73e-06	69049608	1	X2020.LN.primaryBranchNumbe	LN	5	69008216	69013753	+	5	68973153	69054953	1151.180451	5	69008216	69013753	+	Sobic.005G164200	Belongs to the chalcone stilbene synthases family	balancing_landrace_only
Sobic.005G164300	5	69009608	69089608	9.73e-06	69049608	1	X2020.LN.primaryBranchNumbe	LN	5	69019137	69024843	-	5	68973153	69054953	1151.180451	5	69019137	69024843	-	Sobic.005G164300	Belongs to the chalcone stilbene synthases family	balancing_landrace_only
Sobic.005G164400	5	69009608	69089608	9.73e-06	69049608	1	X2020.LN.primaryBranchNumbe	LN	5	69031376	69036036	-	5	68973153	69054953	1151.180451	5	69031376	69036036	-	Sobic.005G164400	-	balancing_landrace_only
Sobic.005G164500	5	69009608	69089608	9.73e-06	69049608	1	X2020.LN.primaryBranchNumbe	LN	5	69040251	69050620	-	5	68973153	69054953	1151.180451	5	69040251	69050620	-	Sobic.005G164500	XS domain	balancing_landrace_only
Sobic.005G164700	5	69009608	69089608	9.73e-06	69049608	1	X2020.LN.primaryBranchNumbe	LN	5	69054307	69060542	+	5	68973153	69054953	1151.180451	5	69054307	69060542	+	Sobic.005G164700	Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1	balancing_landrace_only
Sobic.005G174750	5	70565213	70645213	8.06e-06	70605213	1	X2020.medianLeafAngle.N	NR	5	70567600	70572918	-	5	70464355	70584818	1940.714921	5	70567600	70572918	-	Sobic.005G174750	NA	balancing_landrace_only
Sobic.005G174800	5	70565213	70645213	8.06e-06	70605213	1	X2020.medianLeafAngle.N	NR	5	70577241	70581754	+	5	70464355	70584818	1940.714921	5	70577241	70581754	+	Sobic.005G174800	NA	balancing_landrace_only
Sobic.005G174900	5	70565213	70645213	8.06e-06	70605213	1	X2020.medianLeafAngle.N	NR	5	70581858	70586461	+	5	70464355	70584818	1940.714921	5	70581858	70586461	+	Sobic.005G174900	NA	balancing_landrace_only
Sobic.005G177900	5	71060548	71140589	1.78e-06	71100548	3	X2020.HN.primaryBranchNumbe	HN	5	71078959	71087370	+	5	71080478	71193030	1228.027944	5	71078959	71087370	+	Sobic.005G177900	TB2/DP1, HVA22 family	balancing_landrace_only
Sobic.005G177900	5	71051013	71131013	3.27e-06	71091013	1	X2021.tillersPerPlant.N	NR	5	71078959	71087370	+	5	71080478	71193030	1228.027944	5	71078959	71087370	+	Sobic.005G177900	TB2/DP1, HVA22 family	balancing_landrace_only
Sobic.005G178001	5	71060548	71140589	1.78e-06	71100548	3	X2020.HN.primaryBranchNumbe	HN	5	71090223	71095193	-	5	71080478	71193030	1228.027944	5	71090223	71095193	-	Sobic.005G178001	NA	balancing_landrace_only
Sobic.005G178001	5	71051013	71131013	3.27e-06	71091013	1	X2021.tillersPerPlant.N	NR	5	71090223	71095193	-	5	71080478	71193030	1228.027944	5	71090223	71095193	-	Sobic.005G178001	NA	balancing_landrace_only
Sobic.005G178100	5	71060548	71140589	1.78e-06	71100548	3	X2020.HN.primaryBranchNumbe	HN	5	71094338	71100697	-	5	71080478	71193030	1228.027944	5	71094338	71100697	-	Sobic.005G178100	Kelch motif	balancing_landrace_only
Sobic.005G178100	5	71051013	71131013	3.27e-06	71091013	1	X2021.tillersPerPlant.N	NR	5	71094338	71100697	-	5	71080478	71193030	1228.027944	5	71094338	71100697	-	Sobic.005G178100	Kelch motif	balancing_landrace_only
Sobic.005G178200	5	71060548	71140589	1.78e-06	71100548	3	X2020.HN.primaryBranchNumbe	HN	5	71137674	71142165	+	5	71080478	71193030	1228.027944	5	71137674	71142165	+	Sobic.005G178200	NA	balancing_landrace_only
Sobic.006G024700	6	4326222	4406222	9.48e-06	4366222	1	X2020.HN.plantHeigh	HN	6	4398139	4409706	+	6	4407025	4505529	1366.908306	6	4398139	4409706	+	Sobic.006G024700	Pumilio-family RNA binding repeat	balancing_landrace_only
Sobic.006G034900	6	10437682	10517695	2.79e-06	10477695	2	X2020.HN.percentStarc	HN	6	10493762	10503588	+	6	10442098	10545314	1573.760628	6	10493762	10503588	+	Sobic.006G034900	START domain	balancing_landrace_only
Sobic.006G054700	6	40966547	41046547	9.15e-06	41006547	1	X2021.HN.daysToFlowe	HN	6	40996233	41005487	+	6	40916425	41000626	1158.596934	6	40996233	41005487	+	Sobic.006G054700	belongs to the protein kinase superfamily	balancing_landrace_only
Sobic.006G105900	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48977422	48984498	+	6	48959868	49061064	1267.835743	6	48977422	48984498	+	Sobic.006G105900	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	balancing_landrace_only
Sobic.006G106000	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48980306	48988194	-	6	48959868	49061064	1267.835743	6	48980306	48988194	-	Sobic.006G106000	Ran-interacting Mog1 protein	balancing_landrace_only
Sobic.006G106100	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48984616	48991894	-	6	48959868	49061064	1267.835743	6	48984616	48991894	-	Sobic.006G106100	Belongs to the universal ribosomal protein uS11 family	balancing_landrace_only
Sobic.006G106200	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48992032	49000120	-	6	48959868	49061064	1267.835743	6	48992032	49000120	-	Sobic.006G106200	Belongs to the nucleosome assembly protein (NAP) family	balancing_landrace_only
Sobic.006G106300	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48996393	49006574	-	6	48959868	49061064	1267.835743	6	48996393	49006574	-	Sobic.006G106300	ATP-dependent RNA helicase	balancing_landrace_only
Sobic.006G106400	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49000855	49010624	+	6	48959868	49061064	1267.835743	6	49000855	49010624	+	Sobic.006G106400	Trypsin	balancing_landrace_only
Sobic.006G106500	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49008136	49013093	+	6	48959868	49061064	1267.835743	6	49008136	49013093	+	Sobic.006G106500	-	balancing_landrace_only
Sobic.006G106600	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49012619	49021146	+	6	48959868	49061064	1267.835743	6	49012619	49021146	+	Sobic.006G106600	Anion-transporting ATPase	balancing_landrace_only
Sobic.006G106700	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49022779	49029619	+	6	48959868	49061064	1267.835743	6	49022779	49029619	+	Sobic.006G106700	Transmembrane amino acid transporter protein	balancing_landrace_only
Sobic.006G106800	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49025873	49030650	-	6	48959868	49061064	1267.835743	6	49025873	49030650	-	Sobic.006G106800	-	balancing_landrace_only
Sobic.006G106900	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49027797	49033006	+	6	48959868	49061064	1267.835743	6	49027797	49033006	+	Sobic.006G106900	Regulates membrane-cell wall junctions and localized cell wall deposition. Required for establishment of the Casparian strip membrane domain (CSD) and the subsequent formation of Casparian strips, a cell wall modification of the root endodermis that determines an apoplastic barrier between the intraorganismal apoplasm and the extraorganismal apoplasm and prevents lateral diffusion (By similarity)	balancing_landrace_only
Sobic.006G107100	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49033008	49039988	-	6	48959868	49061064	1267.835743	6	49033008	49039988	-	Sobic.006G107100	Purine nucleobase transmembrane transport	balancing_landrace_only
Sobic.006G107200	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49040773	49048155	+	6	48959868	49061064	1267.835743	6	49040773	49048155	+	Sobic.006G107200	MoaC family	balancing_landrace_only
Sobic.006G107400	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49058300	49064378	+	6	48959868	49061064	1267.835743	6	49058300	49064378	+	Sobic.006G107400	No apical meristem (NAM) protein	balancing_landrace_only
Sobic.006G135600	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51259218	51264782	+	6	51263377	51347208	1149.369243	6	51259218	51264782	+	Sobic.006G135600	S-adenosylmethionine decarboxylase proenzyme	balancing_landrace_only
Sobic.006G135600	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51259218	51264782	+	6	51263377	51347208	1149.369243	6	51259218	51264782	+	Sobic.006G135600	S-adenosylmethionine decarboxylase proenzyme	balancing_landrace_only
Sobic.006G135600	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51259218	51264782	+	6	51263377	51347208	1149.369243	6	51259218	51264782	+	Sobic.006G135600	S-adenosylmethionine decarboxylase proenzyme	balancing_landrace_only
Sobic.006G135600	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51259218	51264782	+	6	51263377	51347208	1149.369243	6	51259218	51264782	+	Sobic.006G135600	S-adenosylmethionine decarboxylase proenzyme	balancing_landrace_only
Sobic.006G135800	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51267769	51275457	-	6	51263377	51347208	1149.369243	6	51267769	51275457	-	Sobic.006G135800	cytoskeletal protein binding	balancing_landrace_only
Sobic.006G135800	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51267769	51275457	-	6	51263377	51347208	1149.369243	6	51267769	51275457	-	Sobic.006G135800	cytoskeletal protein binding	balancing_landrace_only
Sobic.006G135800	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51267769	51275457	-	6	51263377	51347208	1149.369243	6	51267769	51275457	-	Sobic.006G135800	cytoskeletal protein binding	balancing_landrace_only
Sobic.006G135800	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51267769	51275457	-	6	51263377	51347208	1149.369243	6	51267769	51275457	-	Sobic.006G135800	cytoskeletal protein binding	balancing_landrace_only
Sobic.006G135900	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51275999	51283930	+	6	51263377	51347208	1149.369243	6	51275999	51283930	+	Sobic.006G135900	Belongs to the AAA ATPase family	balancing_landrace_only
Sobic.006G135900	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51275999	51283930	+	6	51263377	51347208	1149.369243	6	51275999	51283930	+	Sobic.006G135900	Belongs to the AAA ATPase family	balancing_landrace_only
Sobic.006G135900	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51275999	51283930	+	6	51263377	51347208	1149.369243	6	51275999	51283930	+	Sobic.006G135900	Belongs to the AAA ATPase family	balancing_landrace_only
Sobic.006G135900	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51275999	51283930	+	6	51263377	51347208	1149.369243	6	51275999	51283930	+	Sobic.006G135900	Belongs to the AAA ATPase family	balancing_landrace_only
Sobic.006G136000	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51279856	51286290	-	6	51263377	51347208	1149.369243	6	51279856	51286290	-	Sobic.006G136000	zinc-finger of acetyl-transferase ESCO	balancing_landrace_only
Sobic.006G136000	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51279856	51286290	-	6	51263377	51347208	1149.369243	6	51279856	51286290	-	Sobic.006G136000	zinc-finger of acetyl-transferase ESCO	balancing_landrace_only
Sobic.006G136000	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51279856	51286290	-	6	51263377	51347208	1149.369243	6	51279856	51286290	-	Sobic.006G136000	zinc-finger of acetyl-transferase ESCO	balancing_landrace_only
Sobic.006G136000	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51279856	51286290	-	6	51263377	51347208	1149.369243	6	51279856	51286290	-	Sobic.006G136000	zinc-finger of acetyl-transferase ESCO	balancing_landrace_only
Sobic.006G136100	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51285360	51292578	+	6	51263377	51347208	1149.369243	6	51285360	51292578	+	Sobic.006G136100	BT1 family	balancing_landrace_only
Sobic.006G136100	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51285360	51292578	+	6	51263377	51347208	1149.369243	6	51285360	51292578	+	Sobic.006G136100	BT1 family	balancing_landrace_only
Sobic.006G136100	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51285360	51292578	+	6	51263377	51347208	1149.369243	6	51285360	51292578	+	Sobic.006G136100	BT1 family	balancing_landrace_only
Sobic.006G136100	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51285360	51292578	+	6	51263377	51347208	1149.369243	6	51285360	51292578	+	Sobic.006G136100	BT1 family	balancing_landrace_only
Sobic.006G136200	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51288363	51296223	-	6	51263377	51347208	1149.369243	6	51288363	51296223	-	Sobic.006G136200	May have a role in the cell cycle	balancing_landrace_only
Sobic.006G136200	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51288363	51296223	-	6	51263377	51347208	1149.369243	6	51288363	51296223	-	Sobic.006G136200	May have a role in the cell cycle	balancing_landrace_only
Sobic.006G136200	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51288363	51296223	-	6	51263377	51347208	1149.369243	6	51288363	51296223	-	Sobic.006G136200	May have a role in the cell cycle	balancing_landrace_only
Sobic.006G136200	6	51212388	51292481	5.15e-06	51252388	5	X2021.tillersPerPlant.N	NR	6	51288363	51296223	-	6	51263377	51347208	1149.369243	6	51288363	51296223	-	Sobic.006G136200	May have a role in the cell cycle	balancing_landrace_only
Sobic.006G136400	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51293179	51302610	-	6	51263377	51347208	1149.369243	6	51293179	51302610	-	Sobic.006G136400	eukaryotic translation initiation factor	balancing_landrace_only
Sobic.006G136400	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51293179	51302610	-	6	51263377	51347208	1149.369243	6	51293179	51302610	-	Sobic.006G136400	eukaryotic translation initiation factor	balancing_landrace_only
Sobic.006G136400	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51293179	51302610	-	6	51263377	51347208	1149.369243	6	51293179	51302610	-	Sobic.006G136400	eukaryotic translation initiation factor	balancing_landrace_only
Sobic.006G136500	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51308444	51314689	+	6	51263377	51347208	1149.369243	6	51308444	51314689	+	Sobic.006G136500	Belongs to the cytochrome P450 family	balancing_landrace_only
Sobic.006G136500	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51308444	51314689	+	6	51263377	51347208	1149.369243	6	51308444	51314689	+	Sobic.006G136500	Belongs to the cytochrome P450 family	balancing_landrace_only
Sobic.006G136500	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51308444	51314689	+	6	51263377	51347208	1149.369243	6	51308444	51314689	+	Sobic.006G136500	Belongs to the cytochrome P450 family	balancing_landrace_only
Sobic.006G136600	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51311451	51316527	-	6	51263377	51347208	1149.369243	6	51311451	51316527	-	Sobic.006G136600	Ribosomal protein L1p/L10e family	balancing_landrace_only
Sobic.006G136600	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51311451	51316527	-	6	51263377	51347208	1149.369243	6	51311451	51316527	-	Sobic.006G136600	Ribosomal protein L1p/L10e family	balancing_landrace_only
Sobic.006G136600	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51311451	51316527	-	6	51263377	51347208	1149.369243	6	51311451	51316527	-	Sobic.006G136600	Ribosomal protein L1p/L10e family	balancing_landrace_only
Sobic.006G136700	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51314776	51320330	+	6	51263377	51347208	1149.369243	6	51314776	51320330	+	Sobic.006G136700	-	balancing_landrace_only
Sobic.006G136700	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51314776	51320330	+	6	51263377	51347208	1149.369243	6	51314776	51320330	+	Sobic.006G136700	-	balancing_landrace_only
Sobic.006G136700	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51314776	51320330	+	6	51263377	51347208	1149.369243	6	51314776	51320330	+	Sobic.006G136700	-	balancing_landrace_only
Sobic.006G136800	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51324087	51334400	+	6	51263377	51347208	1149.369243	6	51324087	51334400	+	Sobic.006G136800	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G136800	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51324087	51334400	+	6	51263377	51347208	1149.369243	6	51324087	51334400	+	Sobic.006G136800	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G136800	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51324087	51334400	+	6	51263377	51347208	1149.369243	6	51324087	51334400	+	Sobic.006G136800	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G136900	6	51256487	51336487	7.47e-06	51296487	1	X2020.HN.stemDiameterUppe	HN	6	51331216	51341727	+	6	51263377	51347208	1149.369243	6	51331216	51341727	+	Sobic.006G136900	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G136900	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51331216	51341727	+	6	51263377	51347208	1149.369243	6	51331216	51341727	+	Sobic.006G136900	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G136900	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51331216	51341727	+	6	51263377	51347208	1149.369243	6	51331216	51341727	+	Sobic.006G136900	Anthranilate N-benzoyltransferase protein	balancing_landrace_only
Sobic.006G137000	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51341712	51349313	+	6	51263377	51347208	1149.369243	6	51341712	51349313	+	Sobic.006G137000	Serine/threonine phosphatases, family 2C, catalytic domain	balancing_landrace_only
Sobic.006G137000	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51341712	51349313	+	6	51263377	51347208	1149.369243	6	51341712	51349313	+	Sobic.006G137000	Serine/threonine phosphatases, family 2C, catalytic domain	balancing_landrace_only
Sobic.006G137100	6	51231620	51365795	2.49e-07	51320804	15	X2020.LN.rachisDiameterLowe	LN	6	51346478	51352713	+	6	51263377	51347208	1149.369243	6	51346478	51352713	+	Sobic.006G137100	Belongs to the universal ribosomal protein uL23 family	balancing_landrace_only
Sobic.006G137100	6	51219144	51357149	5.08e-06	51317149	2	X2020.LN.tillersPerPlan	LN	6	51346478	51352713	+	6	51263377	51347208	1149.369243	6	51346478	51352713	+	Sobic.006G137100	Belongs to the universal ribosomal protein uL23 family	balancing_landrace_only
Sobic.006G161200	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53325364	53332258	+	6	53328675	53426294	1610.8961	6	53325364	53332258	+	Sobic.006G161200	Salt stress response/antifungal	balancing_landrace_only
Sobic.006G161300	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53326835	53337491	-	6	53328675	53426294	1610.8961	6	53326835	53337491	-	Sobic.006G161300	Peptidase C13 family	balancing_landrace_only
Sobic.006G161400	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53335427	53343409	+	6	53328675	53426294	1610.8961	6	53335427	53343409	+	Sobic.006G161400	Heat shock chaperonin-binding motif.	balancing_landrace_only
Sobic.006G161500	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53339363	53347870	-	6	53328675	53426294	1610.8961	6	53339363	53347870	-	Sobic.006G161500	Chloroplast-localized elongation factor EF-G involved in protein synthesis in plastids. Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A- site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	balancing_landrace_only
Sobic.006G161600	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53346435	53351845	-	6	53328675	53426294	1610.8961	6	53346435	53351845	-	Sobic.006G161600	-	balancing_landrace_only
Sobic.006G161800	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53359055	53364220	-	6	53328675	53426294	1610.8961	6	53359055	53364220	-	Sobic.006G161800	VIT family	balancing_landrace_only
Sobic.006G161900	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53366858	53375629	-	6	53328675	53426294	1610.8961	6	53366858	53375629	-	Sobic.006G161900	Autophagy-related protein 13	balancing_landrace_only
Sobic.006G161950	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53379271	53383947	+	6	53328675	53426294	1610.8961	6	53379271	53383947	+	Sobic.006G161950	NA	balancing_landrace_only
Sobic.006G162000	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53379800	53389743	-	6	53328675	53426294	1610.8961	6	53379800	53389743	-	Sobic.006G162000	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	balancing_landrace_only
Sobic.006G206600	6	56965827	57045827	4.77e-08	57005827	1	X2020.estimatedPlotYield.N	NR	6	57022600	57028055	+	6	57025424	57107016	1146.09356	6	57022600	57028055	+	Sobic.006G206600	Peptidyl-tRNA hydrolase PTH2	balancing_landrace_only
Sobic.006G206700	6	56965827	57045827	4.77e-08	57005827	1	X2020.estimatedPlotYield.N	NR	6	57025296	57033470	-	6	57025424	57107016	1146.09356	6	57025296	57033470	-	Sobic.006G206700	Leucine-rich repeats, typical (most populated) subfamily	balancing_landrace_only
Sobic.006G206800	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57040772	57058525	-	6	57025424	57107016	1146.09356	6	57040772	57058525	-	Sobic.006G206800	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	balancing_landrace_only
Sobic.006G206800	6	56965827	57045827	4.77e-08	57005827	1	X2020.estimatedPlotYield.N	NR	6	57040772	57058525	-	6	57025424	57107016	1146.09356	6	57040772	57058525	-	Sobic.006G206800	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	balancing_landrace_only
Sobic.006G206900	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57063737	57069639	+	6	57025424	57107016	1146.09356	6	57063737	57069639	+	Sobic.006G206900	60S ribosomal protein	balancing_landrace_only
Sobic.006G207000	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57069505	57074288	-	6	57025424	57107016	1146.09356	6	57069505	57074288	-	Sobic.006G207000	-	balancing_landrace_only
Sobic.006G207100	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57088785	57093977	-	6	57025424	57107016	1146.09356	6	57088785	57093977	-	Sobic.006G207100	-	balancing_landrace_only
Sobic.006G207200	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57094773	57104608	-	6	57025424	57107016	1146.09356	6	57094773	57104608	-	Sobic.006G207200	Belongs to the glycosyl hydrolase 47 family	balancing_landrace_only
Sobic.006G207300	6	57044567	57128913	9.47e-06	57088913	3	X2020.HN.branchInternodeLengt	HN	6	57102325	57117936	-	6	57025424	57107016	1146.09356	6	57102325	57117936	-	Sobic.006G207300	ATP dependent DNA ligase domain	balancing_landrace_only
Sobic.006G267100	6	61468689	61548689	2.14e-06	61508689	1	X2020.HN.medianLeafAngl	HN	6	61464127	61473132	-	6	61381966	61483545	1435.221859	6	61464127	61473132	-	Sobic.006G267100	Plant protein of unknown function (DUF639)	balancing_landrace_only
Sobic.006G267200	6	61468689	61548689	2.14e-06	61508689	1	X2020.HN.medianLeafAngl	HN	6	61468189	61476564	-	6	61381966	61483545	1435.221859	6	61468189	61476564	-	Sobic.006G267200	Belongs to the pyruvate kinase family	balancing_landrace_only
Sobic.006G267300	6	61468689	61548689	2.14e-06	61508689	1	X2020.HN.medianLeafAngl	HN	6	61477477	61485405	+	6	61381966	61483545	1435.221859	6	61477477	61485405	+	Sobic.006G267300	Mediator of RNA polymerase II transcription subunit	balancing_landrace_only
Sobic.007G018200	7	1688750	1768750	6.45e-06	1728750	1	X2020.HN.percentOi	HN	7	1703619	1714372	-	7	1642835	1742842	1583.377944	7	1703619	1714372	-	Sobic.007G018200	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	balancing_landrace_only
Sobic.007G018300	7	1688750	1768750	6.45e-06	1728750	1	X2020.HN.percentOi	HN	7	1729986	1735247	+	7	1642835	1742842	1583.377944	7	1729986	1735247	+	Sobic.007G018300	Belongs to the eukaryotic ribosomal protein P1 P2 family	balancing_landrace_only
Sobic.007G018300	7	1732736	1817232	1.28e-06	1776811	8	X2021.HN.percentStarc	HN	7	1729986	1735247	+	7	1642835	1742842	1583.377944	7	1729986	1735247	+	Sobic.007G018300	Belongs to the eukaryotic ribosomal protein P1 P2 family	balancing_landrace_only
Sobic.007G018400	7	1688750	1768750	6.45e-06	1728750	1	X2020.HN.percentOi	HN	7	1731833	1761863	-	7	1642835	1742842	1583.377944	7	1731833	1761863	-	Sobic.007G018400	Vacuolar protein sorting-associated protein	balancing_landrace_only
Sobic.007G018400	7	1732736	1817232	1.28e-06	1776811	8	X2021.HN.percentStarc	HN	7	1731833	1761863	-	7	1642835	1742842	1583.377944	7	1731833	1761863	-	Sobic.007G018400	Vacuolar protein sorting-associated protein	balancing_landrace_only
Sobic.007G048500	7	4725286	4805286	4.99e-06	4765286	1	X2020.LN.stemDiameterUppe	LN	7	4796690	4801049	-	7	4799977	4885574	1199.42502	7	4796690	4801049	-	Sobic.007G048500	-	balancing_landrace_only
